"","ensembl_gene_id","rnorvegicus_homolog_ensembl_gene"
"8875","ENSMUSG00000033826","ENSRNOG00000000542"
"8876","ENSMUSG00000056752","ENSRNOG00000004171"
"8877","ENSMUSG00000061322","ENSRNOG00000013734"
"8878","ENSMUSG00000034706","ENSRNOG00000024523"
"8879","ENSMUSG00000028410","ENSRNOG00000007029"
"8881","ENSMUSG00000031701","ENSRNOG00000016251"
"8882","ENSMUSG00000004069","ENSRNOG00000003855"
"8883","ENSMUSG00000032285","ENSRNOG00000012106"
"8884","ENSMUSG00000005483","ENSRNOG00000021824"
"8885","ENSMUSG00000004460","ENSRNOG00000001803"
"8886","ENSMUSG00000020109","ENSRNOG00000030408"
"8887","ENSMUSG00000030708","ENSRNOG00000017975"
"8888","ENSMUSG00000074212","ENSRNOG00000060107"
"8889","ENSMUSG00000026203","ENSRNOG00000019506"
"8890","ENSMUSG00000081984","ENSRNOG00000023172"
"8891","ENSMUSG00000028035","ENSRNOG00000013011"
"8892","ENSMUSG00000036052","ENSRNOG00000000130"
"8893","ENSMUSG00000029131","ENSRNOG00000010353"
"8895","ENSMUSG00000047108","ENSRNOG00000019187"
"8896","ENSMUSG00000048206","ENSRNOG00000034088"
"8897","ENSMUSG00000014905","ENSRNOG00000004006"
"8898","ENSMUSG00000026740","ENSRNOG00000000150"
"8899","ENSMUSG00000027006","ENSRNOG00000006803"
"8900","ENSMUSG00000039768","ENSRNOG00000008802"
"8901","ENSMUSG00000036764","ENSRNOG00000051960"
"8902","ENSMUSG00000032560","ENSRNOG00000011491"
"8903","ENSMUSG00000025354","ENSRNOG00000006844"
"8904","ENSMUSG00000022013","ENSRNOG00000009063"
"8905","ENSMUSG00000040697","ENSRNOG00000012503"
"8906","ENSMUSG00000034278","ENSRNOG00000012368"
"8907","ENSMUSG00000024350","ENSRNOG00000019995"
"8908","ENSMUSG00000027679","ENSRNOG00000049819"
"8910","ENSMUSG00000029014","ENSRNOG00000012392"
"8911","ENSMUSG00000044224","ENSRNOG00000017876"
"8912","ENSMUSG00000038009","ENSRNOG00000053498"
"8913","ENSMUSG00000027166","ENSRNOG00000004842"
"8914","ENSMUSG00000070972","ENSRNOG00000015340"
"8915","ENSMUSG00000020657","ENSRNOG00000003988"
"8916","ENSMUSG00000039763","ENSRNOG00000002026"
"8917","ENSMUSG00000022136","ENSRNOG00000010352"
"8918","ENSMUSG00000061118","ENSRNOG00000031721"
"8919","ENSMUSG00000024963","ENSRNOG00000043060"
"8920","ENSMUSG00000000826","ENSRNOG00000015202"
"8921","ENSMUSG00000027606","ENSRNOG00000012851"
"8922","ENSMUSG00000053856","ENSRNOG00000026578"
"8923","ENSMUSG00000028528","ENSRNOG00000052887"
"8924","ENSMUSG00000014195","ENSRNOG00000017781"
"8925","ENSMUSG00000054405","ENSRNOG00000013255"
"8926","ENSMUSG00000021811","ENSRNOG00000006619"
"8927","ENSMUSG00000042523","ENSRNOG00000042333"
"8928","ENSMUSG00000022420","ENSRNOG00000015583"
"8929","ENSMUSG00000042707","ENSRNOG00000024957"
"8930","ENSMUSG00000005980","ENSRNOG00000006873"
"8931","ENSMUSG00000019088","ENSRNOG00000055641"
"8932","ENSMUSG00000024136","ENSRNOG00000042352"
"8933","ENSMUSG00000025279","ENSRNOG00000009291"
"8934","ENSMUSG00000003812","ENSRNOG00000023830"
"8935","ENSMUSG00000028185","ENSRNOG00000016262"
"8936","ENSMUSG00000044595","ENSRNOG00000016894"
"8938","ENSMUSG00000036766","ENSRNOG00000016640"
"8939","ENSMUSG00000030882","ENSRNOG00000051291"
"8940","ENSMUSG00000075467","ENSRNOG00000018791"
"8941","ENSMUSG00000026825","ENSRNOG00000033835"
"8942","ENSMUSG00000022789","ENSRNOG00000001813"
"8943","ENSMUSG00000033335","ENSRNOG00000007649"
"8944","ENSMUSG00000040265","ENSRNOG00000026490"
"8946","ENSMUSG00000025195","ENSRNOG00000050742"
"8947","ENSMUSG00000004099","ENSRNOG00000039859"
"8948","ENSMUSG00000020661","ENSRNOG00000026649"
"8951","ENSMUSG00000027478","ENSRNOG00000010625"
"8954","ENSMUSG00000000730","ENSRNOG00000001212"
"8956","ENSMUSG00000026209","ENSRNOG00000019772"
"8957","ENSMUSG00000040658","ENSRNOG00000018397"
"8958","ENSMUSG00000025014","ENSRNOG00000013615"
"8959","ENSMUSG00000017299","ENSRNOG00000014933"
"8960","ENSMUSG00000039756","ENSRNOG00000025025"
"8961","ENSMUSG00000052301","ENSRNOG00000019920"
"8962","ENSMUSG00000020848","ENSRNOG00000060054"
"8963","ENSMUSG00000024871","ENSRNOG00000018029"
"8964","ENSMUSG00000058325","ENSRNOG00000018683"
"8966","ENSMUSG00000031093","ENSRNOG00000013321"
"8967","ENSMUSG00000020143","ENSRNOG00000006932"
"8968","ENSMUSG00000039716","ENSRNOG00000014576"
"8969","ENSMUSG00000035954","ENSRNOG00000004823"
"8970","ENSMUSG00000044447","ENSRNOG00000024703"
"8971","ENSMUSG00000032198","ENSRNOG00000010652"
"8972","ENSMUSG00000028556","ENSRNOG00000008298"
"8973","ENSMUSG00000052085","ENSRNOG00000015894"
"8974","ENSMUSG00000025558","ENSRNOG00000011969"
"8975","ENSMUSG00000078440","ENSRNOG00000004259"
"8976","ENSMUSG00000068335","ENSRNOG00000007412"
"8977","ENSMUSG00000022102","ENSRNOG00000013922"
"8978","ENSMUSG00000035711","ENSRNOG00000013564"
"8979","ENSMUSG00000040631","ENSRNOG00000015679"
"8980","ENSMUSG00000027560","ENSRNOG00000013196"
"8981","ENSMUSG00000073514","ENSRNOG00000038190"
"8982","ENSMUSG00000044716","ENSRNOG00000022419"
"8983","ENSMUSG00000075419","ENSRNOG00000016989"
"8984","ENSMUSG00000026856","ENSRNOG00000017663"
"8985","ENSMUSG00000022960","ENSRNOG00000002012"
"8986","ENSMUSG00000034973","ENSRNOG00000022847"
"8987","ENSMUSG00000022946","ENSRNOG00000051204"
"8988","ENSMUSG00000061589","ENSRNOG00000032546"
"8989","ENSMUSG00000029813","ENSRNOG00000023612"
"8990","ENSMUSG00000068536","ENSRNOG00000032432"
"8991","ENSMUSG00000032123","ENSRNOG00000009799"
"8992","ENSMUSG00000019278","ENSRNOG00000015880"
"8996","ENSMUSG00000031898","ENSRNOG00000019757"
"8997","ENSMUSG00000030584","ENSRNOG00000020687"
"8998","ENSMUSG00000024826","ENSRNOG00000020892"
"8999","ENSMUSG00000021221","ENSRNOG00000008086"
"9000","ENSMUSG00000078789","ENSRNOG00000003116"
"9001","ENSMUSG00000028540","ENSRNOG00000019735"
"9002","ENSMUSG00000021905","ENSRNOG00000019727"
"9004","ENSMUSG00000033554","ENSRNOG00000013719"
"9005","ENSMUSG00000057147","ENSRNOG00000037356"
"9006","ENSMUSG00000026975","ENSRNOG00000008102"
"9008","ENSMUSG00000026810","ENSRNOG00000049110"
"9009","ENSMUSG00000042737","ENSRNOG00000029077"
"9010","ENSMUSG00000036815","ENSRNOG00000002595"
"9011","ENSMUSG00000063904","ENSRNOG00000031485"
"9013","ENSMUSG00000061576","ENSRNOG00000030547"
"9014","ENSMUSG00000026958","ENSRNOG00000012640"
"9015","ENSMUSG00000032393","ENSRNOG00000019105"
"9016","ENSMUSG00000001229","ENSRNOG00000050748"
"9017","ENSMUSG00000064010","ENSRNOG00000043293"
"9028","ENSMUSG00000058550","ENSRNOG00000025404"
"9035","ENSMUSG00000026574","ENSRNOG00000002947"
"9036","ENSMUSG00000043067","ENSRNOG00000026589"
"9037","ENSMUSG00000085576","ENSRNOG00000045585"
"9038","ENSMUSG00000043671","ENSRNOG00000021573"
"9039","ENSMUSG00000045205","ENSRNOG00000025416"
"9040","ENSMUSG00000024067","ENSRNOG00000027126"
"9041","ENSMUSG00000033308","ENSRNOG00000017105"
"9042","ENSMUSG00000022304","ENSRNOG00000004298"
"9043","ENSMUSG00000022048","ENSRNOG00000009625"
"9044","ENSMUSG00000024501","ENSRNOG00000018992"
"9045","ENSMUSG00000025478","ENSRNOG00000027582"
"9050","ENSMUSG00000084549","ENSRNOG00000060706"
"9059","ENSMUSG00000020057","ENSRNOG00000038916"
"9062","ENSMUSG00000024914","ENSRNOG00000020527"
"9063","ENSMUSG00000029005","ENSRNOG00000008911"
"9064","ENSMUSG00000073102","ENSRNOG00000024905"
"9065","ENSMUSG00000056598","ENSRNOG00000021303"
"9066","ENSMUSG00000031786","ENSRNOG00000025860"
"9067","ENSMUSG00000021478","ENSRNOG00000023688"
"9068","ENSMUSG00000032259","ENSRNOG00000008428"
"9069","ENSMUSG00000022705","ENSRNOG00000060806"
"9070","ENSMUSG00000025496","ENSRNOG00000017927"
"9071","ENSMUSG00000039358","ENSRNOG00000005338"
"9073","ENSMUSG00000020457","ENSRNOG00000018590"
"9074","ENSMUSG00000020537","ENSRNOG00000055309"
"9075","ENSMUSG00000022191","ENSRNOG00000013451"
"9076","ENSMUSG00000000223","ENSRNOG00000026704"
"9078","ENSMUSG00000044322","ENSRNOG00000056258"
"9079","ENSMUSG00000024331","ENSRNOG00000039969"
"9080","ENSMUSG00000059898","ENSRNOG00000017159"
"9081","ENSMUSG00000050272","ENSRNOG00000027992"
"9082","ENSMUSG00000032087","ENSRNOG00000016502"
"9083","ENSMUSG00000022422","ENSRNOG00000026502"
"9084","ENSMUSG00000039497","ENSRNOG00000000824"
"9085","ENSMUSG00000038702","ENSRNOG00000032307"
"9089","ENSMUSG00000044393","ENSRNOG00000016526"
"9090","ENSMUSG00000056632","ENSRNOG00000016632"
"9091","ENSMUSG00000001804","ENSRNOG00000022364"
"9092","ENSMUSG00000027635","ENSRNOG00000006236"
"9093","ENSMUSG00000054889","ENSRNOG00000013928"
"9094","ENSMUSG00000053268","ENSRNOG00000002168"
"9095","ENSMUSG00000026131","ENSRNOG00000012207"
"9098","ENSMUSG00000042046","ENSRNOG00000021298"
"9099","ENSMUSG00000027430","ENSRNOG00000008746"
"9100","ENSMUSG00000020956","ENSRNOG00000006727"
"9102","ENSMUSG00000037474","ENSRNOG00000004195"
"9103","ENSMUSG00000024302","ENSRNOG00000016671"
"9104","ENSMUSG00000071454","ENSRNOG00000011914"
"9106","ENSMUSG00000057531","ENSRNOG00000048719"
"9107","ENSMUSG00000023330","ENSRNOG00000009593"
"9108","ENSMUSG00000024505","ENSRNOG00000059142"
"9109","ENSMUSG00000029603","ENSRNOG00000050848"
"9110","ENSMUSG00000004947","ENSRNOG00000001432"
"9111","ENSMUSG00000040415","ENSRNOG00000005129"
"9112","ENSMUSG00000049502","ENSRNOG00000023400"
"9113","ENSMUSG00000039982","ENSRNOG00000021086"
"9114","ENSMUSG00000026281","ENSRNOG00000018904"
"9116","ENSMUSG00000033268","ENSRNOG00000033348"
"9117","ENSMUSG00000068452","ENSRNOG00000017395"
"9118","ENSMUSG00000027224","ENSRNOG00000018005"
"9119","ENSMUSG00000027225","ENSRNOG00000017805"
"9120","ENSMUSG00000063821","ENSRNOG00000013034"
"9121","ENSMUSG00000025155","ENSRNOG00000047905"
"9122","ENSMUSG00000031901","ENSRNOG00000019819"
"9123","ENSMUSG00000007603","ENSRNOG00000050381"
"9124","ENSMUSG00000020648","ENSRNOG00000008155"
"9125","ENSMUSG00000024190","ENSRNOG00000003977"
"9126","ENSMUSG00000039384","ENSRNOG00000004003"
"9129","ENSMUSG00000026659","ENSRNOG00000003100"
"9134","ENSMUSG00000042662","ENSRNOG00000008534"
"9135","ENSMUSG00000030203","ENSRNOG00000006628"
"9136","ENSMUSG00000047205","ENSRNOG00000024945"
"9137","ENSMUSG00000027001","ENSRNOG00000008868"
"9138","ENSMUSG00000027368","ENSRNOG00000013862"
"9139","ENSMUSG00000025043","ENSRNOG00000024138"
"9140","ENSMUSG00000069255","ENSRNOG00000056376"
"9141","ENSMUSG00000026544","ENSRNOG00000022143"
"9142","ENSMUSG00000039661","ENSRNOG00000011518"
"9143","ENSMUSG00000026564","ENSRNOG00000003722"
"9144","ENSMUSG00000047067","ENSRNOG00000057389"
"9146","ENSMUSG00000031530","ENSRNOG00000011921"
"9147","ENSMUSG00000034765","ENSRNOG00000014061"
"9148","ENSMUSG00000019960","ENSRNOG00000023896"
"9149","ENSMUSG00000053716","ENSRNOG00000010789"
"9150","ENSMUSG00000037887","ENSRNOG00000029394"
"9151","ENSMUSG00000031383","ENSRNOG00000055185"
"9159","ENSMUSG00000029071","ENSRNOG00000019423"
"9160","ENSMUSG00000020888","ENSRNOG00000017915"
"9161","ENSMUSG00000003233","ENSRNOG00000001708"
"9164","ENSMUSG00000040482","ENSRNOG00000000422"
"9165","ENSMUSG00000021790","ENSRNOG00000011165"
"9166","ENSMUSG00000021791","ENSRNOG00000039591"
"9167","ENSMUSG00000035765","ENSRNOG00000018425"
"9168","ENSMUSG00000024512","ENSRNOG00000028712"
"9169","ENSMUSG00000018707","ENSRNOG00000006178"
"9170","ENSMUSG00000029757","ENSRNOG00000009700"
"9171","ENSMUSG00000027012","ENSRNOG00000009781"
"9172","ENSMUSG00000032435","ENSRNOG00000010434"
"9173","ENSMUSG00000035770","ENSRNOG00000025791"
"9174","ENSMUSG00000047193","ENSRNOG00000032070"
"9175","ENSMUSG00000024253","ENSRNOG00000005151"
"9177","ENSMUSG00000020483","ENSRNOG00000008921"
"9178","ENSMUSG00000047459","ENSRNOG00000025715"
"9179","ENSMUSG00000034467","ENSRNOG00000012450"
"9185","ENSMUSG00000031176","ENSRNOG00000003611"
"9186","ENSMUSG00000022897","ENSRNOG00000001662"
"9187","ENSMUSG00000002409","ENSRNOG00000019254"
"9188","ENSMUSG00000028630","ENSRNOG00000007821"
"9189","ENSMUSG00000016526","ENSRNOG00000004870"
"9190","ENSMUSG00000030345","ENSRNOG00000053178"
"9191","ENSMUSG00000033788","ENSRNOG00000032788"
"9192","ENSMUSG00000069085","ENSRNOG00000042181"
"9193","ENSMUSG00000037259","ENSRNOG00000007440"
"9194","ENSMUSG00000042156","ENSRNOG00000010311"
"9195","ENSMUSG00000037784","ENSRNOG00000014746"
"9196","ENSMUSG00000064061","ENSRNOG00000001956"
"9216","ENSMUSG00000054116","ENSRNOG00000053553"
"9226","ENSMUSG00000045071","ENSRNOG00000016780"
"9227","ENSMUSG00000039244","ENSRNOG00000024567"
"9229","ENSMUSG00000048581","ENSRNOG00000021324"
"9243","ENSMUSG00000027490","ENSRNOG00000016708"
"9244","ENSMUSG00000018983","ENSRNOG00000047741"
"9245","ENSMUSG00000016477","ENSRNOG00000029273"
"9246","ENSMUSG00000014859","ENSRNOG00000015708"
"9247","ENSMUSG00000027552","ENSRNOG00000010760"
"9248","ENSMUSG00000057469","ENSRNOG00000004449"
"9249","ENSMUSG00000020185","ENSRNOG00000026252"
"9250","ENSMUSG00000046179","ENSRNOG00000022537"
"9261","ENSMUSG00000045291","ENSRNOG00000023261"
"9276","ENSMUSG00000024137","ENSRNOG00000009224"
"9279","ENSMUSG00000021890","ENSRNOG00000019559"
"9280","ENSMUSG00000022838","ENSRNOG00000002350"
"9281","ENSMUSG00000054302","ENSRNOG00000004509"
"9302","ENSMUSG00000030871","ENSRNOG00000025353"
"9303","ENSMUSG00000022339","ENSRNOG00000004220"
"9304","ENSMUSG00000057098","ENSRNOG00000028845"
"9305","ENSMUSG00000022053","ENSRNOG00000011548"
"9306","ENSMUSG00000010476","ENSRNOG00000016102"
"9307","ENSMUSG00000053552","ENSRNOG00000007408"
"9308","ENSMUSG00000003206","ENSRNOG00000050509"
"9311","ENSMUSG00000031168","ENSRNOG00000004903"
"9312","ENSMUSG00000021928","ENSRNOG00000014659"
"9313","ENSMUSG00000021810","ENSRNOG00000042253"
"9314","ENSMUSG00000057530","ENSRNOG00000014241"
"9316","ENSMUSG00000026247","ENSRNOG00000019447"
"9317","ENSMUSG00000053898","ENSRNOG00000020308"
"9318","ENSMUSG00000019883","ENSRNOG00000011622"
"9319","ENSMUSG00000028601","ENSRNOG00000029333"
"9320","ENSMUSG00000039063","ENSRNOG00000048114"
"9323","ENSMUSG00000024132","ENSRNOG00000008843"
"9326","ENSMUSG00000028108","ENSRNOG00000021166"
"9329","ENSMUSG00000050812","ENSRNOG00000025076"
"9330","ENSMUSG00000026051","ENSRNOG00000023576"
"9331","ENSMUSG00000073599","ENSRNOG00000039593"
"9332","ENSMUSG00000066839","ENSRNOG00000014128"
"9333","ENSMUSG00000027699","ENSRNOG00000024365"
"9334","ENSMUSG00000071392","ENSRNOG00000055142"
"9335","ENSMUSG00000059327","ENSRNOG00000032208"
"9336","ENSMUSG00000034457","ENSRNOG00000013018"
"9337","ENSMUSG00000003227","ENSRNOG00000028598"
"9338","ENSMUSG00000095105","ENSRNOG00000002624"
"9339","ENSMUSG00000038957","ENSRNOG00000019579"
"9340","ENSMUSG00000036270","ENSRNOG00000024025"
"9344","ENSMUSG00000030104","ENSRNOG00000055365"
"9345","ENSMUSG00000038312","ENSRNOG00000019299"
"9346","ENSMUSG00000043019","ENSRNOG00000028358"
"9347","ENSMUSG00000015092","ENSRNOG00000016272"
"9348","ENSMUSG00000034488","ENSRNOG00000033064"
"9349","ENSMUSG00000021367","ENSRNOG00000014361"
"9350","ENSMUSG00000028635","ENSRNOG00000009390"
"9351","ENSMUSG00000027524","ENSRNOG00000007477"
"9352","ENSMUSG00000031616","ENSRNOG00000012721"
"9353","ENSMUSG00000022122","ENSRNOG00000010997"
"9354","ENSMUSG00000039990","ENSRNOG00000017728"
"9355","ENSMUSG00000036499","ENSRNOG00000021681"
"9356","ENSMUSG00000030619","ENSRNOG00000017509"
"9361","ENSMUSG00000016349","ENSRNOG00000012477"
"9362","ENSMUSG00000021951","ENSRNOG00000009849"
"9363","ENSMUSG00000030960","ENSRNOG00000017137"
"9364","ENSMUSG00000080115","ENSRNOG00000047631"
"9365","ENSMUSG00000115219","ENSRNOG00000029529"
"9367","ENSMUSG00000025967","ENSRNOG00000024186"
"9368","ENSMUSG00000055762","ENSRNOG00000021638"
"9369","ENSMUSG00000001707","ENSRNOG00000016390"
"9370","ENSMUSG00000071644","ENSRNOG00000020075"
"9371","ENSMUSG00000034994","ENSRNOG00000020266"
"9374","ENSMUSG00000035064","ENSRNOG00000016448"
"9375","ENSMUSG00000022544","ENSRNOG00000002876"
"9376","ENSMUSG00000033216","ENSRNOG00000012954"
"9377","ENSMUSG00000036611","ENSRNOG00000006931"
"9378","ENSMUSG00000068617","ENSRNOG00000050091"
"9379","ENSMUSG00000020562","ENSRNOG00000010730"
"9380","ENSMUSG00000021176","ENSRNOG00000053317"
"9381","ENSMUSG00000030321","ENSRNOG00000026176"
"9382","ENSMUSG00000034210","ENSRNOG00000010091"
"9383","ENSMUSG00000020940","ENSRNOG00000003266"
"9384","ENSMUSG00000026495","ENSRNOG00000042201"
"9385","ENSMUSG00000020690","ENSRNOG00000042255"
"9386","ENSMUSG00000050944","ENSRNOG00000022536"
"9387","ENSMUSG00000022441","ENSRNOG00000011094"
"9388","ENSMUSG00000073791","ENSRNOG00000009782"
"9390","ENSMUSG00000044083","ENSRNOG00000027920"
"9391","ENSMUSG00000044056","ENSRNOG00000004142"
"9392","ENSMUSG00000068263","ENSRNOG00000009787"
"9393","ENSMUSG00000020467","ENSRNOG00000003553"
"9394","ENSMUSG00000024909","ENSRNOG00000020587"
"9395","ENSMUSG00000023931","ENSRNOG00000012618"
"9396","ENSMUSG00000041809","ENSRNOG00000042729"
"9397","ENSMUSG00000025038","ENSRNOG00000002986"
"9398","ENSMUSG00000026255","ENSRNOG00000015596"
"9400","ENSMUSG00000040659","ENSRNOG00000013783"
"9401","ENSMUSG00000038563","ENSRNOG00000032723"
"9402","ENSMUSG00000027954","ENSRNOG00000020573"
"9403","ENSMUSG00000003070","ENSRNOG00000016203"
"9404","ENSMUSG00000028039","ENSRNOG00000057322"
"9405","ENSMUSG00000028040","ENSRNOG00000020588"
"9406","ENSMUSG00000048915","ENSRNOG00000034177"
"9407","ENSMUSG00000031217","ENSRNOG00000006877"
"9408","ENSMUSG00000001300","ENSRNOG00000014648"
"9409","ENSMUSG00000003934","ENSRNOG00000010320"
"9410","ENSMUSG00000015002","ENSRNOG00000025528"
"9411","ENSMUSG00000020658","ENSRNOG00000012950"
"9412","ENSMUSG00000022203","ENSRNOG00000042029"
"9413","ENSMUSG00000020929","ENSRNOG00000002818"
"9416","ENSMUSG00000063600","ENSRNOG00000023908"
"9417","ENSMUSG00000000402","ENSRNOG00000004275"
"9418","ENSMUSG00000026921","ENSRNOG00000019388"
"9419","ENSMUSG00000015467","ENSRNOG00000000436"
"9420","ENSMUSG00000042961","ENSRNOG00000012058"
"9421","ENSMUSG00000020122","ENSRNOG00000004332"
"9425","ENSMUSG00000058709","ENSRNOG00000020947"
"9426","ENSMUSG00000035105","ENSRNOG00000005053"
"9427","ENSMUSG00000038418","ENSRNOG00000019422"
"9428","ENSMUSG00000037868","ENSRNOG00000000640"
"9430","ENSMUSG00000033730","ENSRNOG00000017828"
"9431","ENSMUSG00000071341","ENSRNOG00000015719"
"9432","ENSMUSG00000042302","ENSRNOG00000008917"
"9433","ENSMUSG00000024937","ENSRNOG00000056038"
"9434","ENSMUSG00000024772","ENSRNOG00000043503"
"9436","ENSMUSG00000074364","ENSRNOG00000011346"
"9437","ENSMUSG00000024065","ENSRNOG00000007744"
"9438","ENSMUSG00000027293","ENSRNOG00000007584"
"9439","ENSMUSG00000012350","ENSRNOG00000007484"
"9440","ENSMUSG00000022853","ENSRNOG00000001770"
"9441","ENSMUSG00000036893","ENSRNOG00000007242"
"9442","ENSMUSG00000013787","ENSRNOG00000030630"
"9443","ENSMUSG00000062762","ENSRNOG00000030391"
"9444","ENSMUSG00000091337","ENSRNOG00000008452"
"9445","ENSMUSG00000046058","ENSRNOG00000019310"
"9446","ENSMUSG00000070705","ENSRNOG00000045545"
"9448","ENSMUSG00000035530","ENSRNOG00000033765"
"9453","ENSMUSG00000024841","ENSRNOG00000020463"
"9454","ENSMUSG00000067194","ENSRNOG00000005736"
"9455","ENSMUSG00000006941","ENSRNOG00000018848"
"9456","ENSMUSG00000027810","ENSRNOG00000013393"
"9457","ENSMUSG00000029613","ENSRNOG00000001050"
"9458","ENSMUSG00000024079","ENSRNOG00000048315"
"9459","ENSMUSG00000031668","ENSRNOG00000006069"
"9460","ENSMUSG00000005102","ENSRNOG00000006027"
"9461","ENSMUSG00000029388","ENSRNOG00000001039"
"9462","ENSMUSG00000004788","ENSRNOG00000006467"
"9463","ENSMUSG00000028683","ENSRNOG00000018375"
"9464","ENSMUSG00000029145","ENSRNOG00000005301"
"9465","ENSMUSG00000003235","ENSRNOG00000038160"
"9470","ENSMUSG00000026427","ENSRNOG00000004910"
"9471","ENSMUSG00000021116","ENSRNOG00000009432"
"9472","ENSMUSG00000074656","ENSRNOG00000017447"
"9473","ENSMUSG00000035150","ENSRNOG00000060793"
"9475","ENSMUSG00000069049","ENSRNOG00000060048"
"9476","ENSMUSG00000024991","ENSRNOG00000010117"
"9477","ENSMUSG00000056076","ENSRNOG00000001253"
"9478","ENSMUSG00000030738","ENSRNOG00000018761"
"9479","ENSMUSG00000016554","ENSRNOG00000005804"
"9483","ENSMUSG00000031029","ENSRNOG00000015221"
"9484","ENSMUSG00000070319","ENSRNOG00000020619"
"9490","ENSMUSG00000053565","ENSRNOG00000020495"
"9491","ENSMUSG00000033047","ENSRNOG00000011020"
"9492","ENSMUSG00000027170","ENSRNOG00000012738"
"9499","ENSMUSG00000022884","ENSRNOG00000001815"
"9503","ENSMUSG00000058655","ENSRNOG00000010103"
"9504","ENSMUSG00000028156","ENSRNOG00000052343"
"9506","ENSMUSG00000026254","ENSRNOG00000019634"
"9507","ENSMUSG00000093661","ENSRNOG00000010301"
"9508","ENSMUSG00000031490","ENSRNOG00000012582"
"9509","ENSMUSG00000020091","ENSRNOG00000055391"
"9511","ENSMUSG00000020454","ENSRNOG00000018475"
"9514","ENSMUSG00000005610","ENSRNOG00000017158"
"9515","ENSMUSG00000028760","ENSRNOG00000014368"
"9516","ENSMUSG00000040731","ENSRNOG00000001454"
"9517","ENSMUSG00000021282","ENSRNOG00000010218"
"9518","ENSMUSG00000078812","ENSRNOG00000016478"
"9519","ENSMUSG00000050192","ENSRNOG00000011859"
"9523","ENSMUSG00000027613","ENSRNOG00000049497"
"9524","ENSMUSG00000036613","ENSRNOG00000009285"
"9525","ENSMUSG00000036941","ENSRNOG00000000113"
"9526","ENSMUSG00000020549","ENSRNOG00000003424"
"9527","ENSMUSG00000020125","ENSRNOG00000033685"
"9528","ENSMUSG00000040028","ENSRNOG00000001069"
"9529","ENSMUSG00000008489","ENSRNOG00000006853"
"9530","ENSMUSG00000003410","ENSRNOG00000013752"
"9531","ENSMUSG00000028546","ENSRNOG00000023601"
"9533","ENSMUSG00000036461","ENSRNOG00000011762"
"9534","ENSMUSG00000037174","ENSRNOG00000010815"
"9535","ENSMUSG00000003051","ENSRNOG00000006330"
"9536","ENSMUSG00000031103","ENSRNOG00000005352"
"9537","ENSMUSG00000027186","ENSRNOG00000008282"
"9538","ENSMUSG00000048988","ENSRNOG00000022767"
"9539","ENSMUSG00000043460","ENSRNOG00000007934"
"9540","ENSMUSG00000009406","ENSRNOG00000010171"
"9541","ENSMUSG00000008398","ENSRNOG00000004367"
"9542","ENSMUSG00000026436","ENSRNOG00000007887"
